transaction_id,account_id,bank_name,transaction_type,amount,currency,transaction_date,status,description,merchant_name,reference,transaction_category
TRX7614952,ACC311637,Capitec,Debit Order,18580.79,ZAR,2024-05-18 09:57:16,Pending,Television large mention.,,REF295757,Healthcare
TRX5464087,ACC659059,Discovery Bank,Cash Deposit,12512.04,ZAR,2024-11-13 06:56:36,Completed,Kitchen property company heart.,,REF961047,Transport
TRX4991162,ACC945355,ABSA,EFT,1217.31,ZAR,2023-07-13 05:00:14,Failed,Finish listen paper book bank paper each.,,REF761826,Transport
TRX8177752,ACC794839,FNB,ATM Withdrawal,31550.34,ZAR,2024-03-20 04:22:07,Completed,Team billion personal reflect entire lose that.,,REF293909,Bills & Utilities
TRX6201037,ACC552933,Capitec,Card Payment,42577.4,ZAR,2023-07-05 16:40:30,Completed,Away health part pass.,"Silva, Cochran and Thomas Restaurant",REF893557,Healthcare
TRX6781339,ACC649389,Standard Bank,ATM Withdrawal,47252.04,ZAR,2023-01-17 12:26:23,Pending,All make thus oil item. Sister speak half base.,,REF808162,Bills & Utilities
TRX6071915,ACC651195,Capitec,EFT,11366.99,ZAR,2024-08-14 11:15:46,Pending,Fear growth receive build.,,REF850461,Transport
TRX3849470,ACC448382,FNB,Card Payment,18895.83,ZAR,2023-03-13 15:04:56,Pending,This through after price experience.,"Brown, Hansen and Collins Retail",REF903801,Shopping
TRX4041994,ACC916945,ABSA,Deposit,25736.49,ZAR,2023-05-03 03:06:11,Completed,Near meet write watch usually test popular.,,REF881962,Transport
TRX5767629,ACC617285,Standard Bank,Card Payment,1197.95,ZAR,2023-10-10 12:04:45,Pending,Forward staff physical drug doctor.,"Silva, Thomas and Greene Retail",REF576140,Entertainment
TRX6926159,ACC769810,Discovery Bank,Online Payment,605.29,ZAR,2024-01-01 23:58:29,Completed,Both experience end sound late especially.,"Brown, Juarez and Lee Restaurant",REF631574,Bills & Utilities
TRX3924000,ACC616831,ABSA,Debit Order,2603.52,ZAR,2023-03-06 16:50:54,Completed,Picture and expect argue. Ten middle same.,,REF880228,Entertainment
TRX6613304,ACC459281,Capitec,Withdrawal,14069.25,ZAR,2024-09-20 23:29:17,Failed,Condition and theory ball.,,REF795066,Food & Dining
TRX7816906,ACC736671,FNB,Deposit,3917.05,ZAR,2023-02-08 21:16:33,Completed,As above improve. Give but star.,,REF606605,Shopping
TRX6405940,ACC134340,FNB,Cash Deposit,15180.84,ZAR,2023-03-09 00:56:57,Completed,Soldier role official few laugh fear seek board.,,REF531974,Shopping
TRX5080736,ACC951283,ABSA,Cash Deposit,5165.27,ZAR,2023-06-02 17:02:18,Pending,Remember physical campaign address hour.,,REF720193,Shopping
TRX4078139,ACC632821,Discovery Bank,ATM Withdrawal,20267.03,ZAR,2024-08-23 21:42:39,Completed,Lose scientist sure finish seek force.,,REF442603,Bills & Utilities
TRX1500426,ACC571794,TymeBank,ATM Withdrawal,9492.52,ZAR,2024-01-05 16:11:23,Completed,Can audience tend answer turn.,,REF619021,Food & Dining
TRX2084464,ACC226904,FNB,Debit Order,18403.9,ZAR,2024-08-05 16:29:38,Pending,Future arrive answer whole audience.,,REF447971,Healthcare
TRX1081186,ACC401277,Discovery Bank,Card Payment,31511.63,ZAR,2023-11-17 19:21:23,Failed,Whom news our answer.,"Woods, Myers and Rogers Travel",REF372795,Transport
TRX9537522,ACC784042,ABSA,Debit Order,33187.92,ZAR,2023-04-10 05:39:30,Failed,Spring town past bank time rule.,,REF569045,Transport
TRX5659325,ACC218356,Capitec,Debit Order,45451.13,ZAR,2023-03-15 10:12:27,Pending,Watch tough yard decision southern word church.,,REF795545,Shopping
TRX5184701,ACC687452,FNB,Debit Order,34780.2,ZAR,2023-07-07 04:06:14,Completed,Standard book rock room herself learn phone.,,REF759557,Healthcare
TRX5756911,ACC367085,Standard Bank,ATM Withdrawal,42221.66,ZAR,2023-11-06 00:14:52,Completed,What rate Democrat leader serious eight.,,REF622493,Healthcare
TRX7674714,ACC783366,Nedbank,ATM Withdrawal,17060.2,ZAR,2023-03-10 14:40:28,Completed,Arrive everybody reflect image sport first.,,REF149806,Healthcare
TRX5355894,ACC142475,Capitec,Withdrawal,8030.81,ZAR,2024-01-22 07:37:04,Failed,Serve the each resource according should billion.,,REF409758,Entertainment
TRX2085097,ACC774444,Discovery Bank,Withdrawal,48499.3,ZAR,2023-02-01 04:25:03,Pending,Exactly never sound cut.,,REF546204,Food & Dining
TRX1308099,ACC144428,ABSA,EFT,18522.03,ZAR,2023-08-10 20:08:47,Completed,Step certainly drive life together little.,,REF353741,Entertainment
TRX2578678,ACC404362,Discovery Bank,Withdrawal,38484.18,ZAR,2023-09-19 09:56:05,Pending,Create enough area already.,,REF962575,Shopping
TRX7066345,ACC338173,TymeBank,Withdrawal,5578.35,ZAR,2024-01-01 03:17:35,Failed,Company second show.,,REF817935,Healthcare
TRX6837447,ACC649727,Nedbank,Deposit,11865.84,ZAR,2023-08-30 13:41:23,Completed,Pay resource imagine.,,REF352691,Food & Dining
TRX8369345,ACC343044,Discovery Bank,Deposit,22162.81,ZAR,2023-11-05 03:37:10,Pending,Break forward popular daughter.,,REF937232,Entertainment
TRX4502702,ACC451067,Nedbank,Online Payment,12256.2,ZAR,2024-06-21 22:47:00,Completed,Suggest popular information recent.,Phillips Inc Retail,REF203249,Bills & Utilities
TRX6515659,ACC920134,ABSA,Deposit,9668.63,ZAR,2024-10-02 21:47:25,Completed,Assume along us series.,,REF980414,Shopping
TRX5102744,ACC617460,TymeBank,Online Payment,7918.73,ZAR,2024-04-02 22:38:21,Completed,Where quality lose respond including respond he.,Mcintosh-Martin Restaurant,REF331812,Bills & Utilities
TRX4823028,ACC845939,Capitec,ATM Withdrawal,10255.58,ZAR,2024-08-26 21:17:42,Failed,Nor respond sport claim history.,,REF613914,Transport
TRX3793734,ACC639909,Capitec,Withdrawal,26821.49,ZAR,2023-07-31 21:56:49,Completed,Course mention impact same. Mrs radio student.,,REF259893,Entertainment
TRX2812846,ACC345513,Discovery Bank,Debit Order,28288.87,ZAR,2024-01-19 13:12:48,Pending,Only pick discuss include manage.,,REF865407,Healthcare
TRX1488663,ACC201526,Nedbank,ATM Withdrawal,1285.41,ZAR,2024-08-14 04:19:02,Failed,Wonder free keep own. Girl owner couple notice.,,REF188489,Entertainment
TRX1044861,ACC365443,ABSA,Deposit,15792.15,ZAR,2023-11-06 16:49:48,Failed,However like race clearly western mind.,,REF450479,Bills & Utilities
TRX9489274,ACC533100,FNB,Debit Order,40161.83,ZAR,2023-11-16 01:24:54,Completed,Response mean spend. Detail almost offer.,,REF335648,Bills & Utilities
TRX7568559,ACC854438,ABSA,EFT,1243.04,ZAR,2024-05-08 21:33:21,Completed,Decade if former personal.,,REF100828,Shopping
TRX8177303,ACC760912,Standard Bank,Debit Order,48326.53,ZAR,2023-02-22 21:07:54,Completed,Either create agency word mission.,,REF985052,Shopping
TRX5363218,ACC723475,Nedbank,Deposit,40305.96,ZAR,2023-06-07 18:28:43,Pending,Also hot until stay carry remain view.,,REF230156,Bills & Utilities
TRX5073310,ACC347881,FNB,Deposit,16938.46,ZAR,2023-07-17 22:02:18,Failed,Commercial bank since place wife begin.,,REF313417,Food & Dining
TRX8889554,ACC528761,Discovery Bank,ATM Withdrawal,25527.24,ZAR,2024-07-12 20:15:00,Completed,Person window question security ago describe.,,REF184797,Entertainment
TRX3227915,ACC617955,ABSA,ATM Withdrawal,3242.88,ZAR,2024-03-11 09:36:56,Completed,Doctor imagine model little goal guess watch.,,REF856766,Entertainment
TRX6363266,ACC347262,TymeBank,Card Payment,43932.29,ZAR,2023-06-20 12:01:04,Pending,Participant team order Congress common kitchen.,Stephens Inc Grocery,REF855522,Healthcare
TRX1532931,ACC402629,TymeBank,Card Payment,15938.05,ZAR,2023-11-23 02:56:56,Completed,Street now class any federal mouth.,Neal-Barnett Restaurant,REF567737,Transport
TRX5111964,ACC364577,Standard Bank,EFT,10291.16,ZAR,2024-09-26 12:44:55,Failed,Specific the friend always show.,,REF418735,Transport
TRX1292011,ACC384823,Capitec,Online Payment,10585.1,ZAR,2023-09-29 03:44:16,Failed,Station force cell of.,Sullivan-Dawson Restaurant,REF724257,Entertainment
TRX9151093,ACC424806,Capitec,EFT,12627.12,ZAR,2023-08-26 02:10:45,Completed,Theory way guy four pay.,,REF828170,Food & Dining
TRX4642510,ACC975887,Standard Bank,Card Payment,29071.88,ZAR,2024-10-11 11:58:32,Failed,Lead every note stand with face.,Lewis Group Grocery,REF229114,Food & Dining
TRX8200970,ACC212849,Discovery Bank,EFT,29949.98,ZAR,2024-09-23 15:15:44,Completed,Agreement education little almost media customer.,,REF614810,Entertainment
TRX6536100,ACC193064,FNB,Withdrawal,34308.66,ZAR,2023-10-27 11:32:58,Pending,Have tend kitchen myself.,,REF831822,Entertainment
TRX4189001,ACC194378,ABSA,Withdrawal,39873.62,ZAR,2024-04-09 16:18:43,Pending,Still far still former garden reality account.,,REF935031,Food & Dining
TRX9548261,ACC237414,Discovery Bank,Withdrawal,22409.89,ZAR,2024-09-18 04:23:30,Failed,Discussion very feel relate might.,,REF182177,Healthcare
TRX6501669,ACC892092,Capitec,Online Payment,4938.73,ZAR,2023-01-13 14:51:27,Completed,Artist join action.,Kent-Schneider Restaurant,REF968693,Shopping
TRX1918874,ACC187690,Nedbank,Debit Order,28270.97,ZAR,2024-08-30 02:26:33,Completed,Ago father sure discussion sing painting.,,REF517371,Transport
TRX9841350,ACC168535,Discovery Bank,Cash Deposit,37781.56,ZAR,2024-03-25 22:09:44,Completed,Rate chance improve difficult.,,REF641225,Bills & Utilities
TRX7785740,ACC557515,Capitec,ATM Withdrawal,20626.74,ZAR,2024-03-07 20:47:16,Completed,Which form either group face throughout least.,,REF860917,Transport
TRX7117212,ACC709111,Discovery Bank,ATM Withdrawal,26803.32,ZAR,2023-09-27 06:27:56,Failed,Visit couple maybe risk.,,REF741251,Shopping
TRX3017550,ACC270667,Standard Bank,Deposit,4364.44,ZAR,2024-07-29 23:41:37,Failed,Land other international risk lead.,,REF825813,Bills & Utilities
TRX5115620,ACC966515,ABSA,Deposit,27084.41,ZAR,2024-07-31 19:56:15,Pending,Center position magazine event but sing floor.,,REF655887,Transport
TRX1816337,ACC463209,FNB,Cash Deposit,46171.59,ZAR,2024-10-03 00:06:02,Completed,Lawyer place that piece PM stuff return.,,REF114082,Healthcare
TRX6433889,ACC895272,Nedbank,ATM Withdrawal,46656.87,ZAR,2024-05-23 02:24:03,Completed,Memory wear radio. Million seem test.,,REF759032,Shopping
TRX4924994,ACC296571,Nedbank,Withdrawal,38869.36,ZAR,2023-07-28 05:40:35,Completed,Particular dog site address open mention.,,REF928036,Transport
TRX1169267,ACC384264,Nedbank,Debit Order,31469.25,ZAR,2024-01-29 02:56:42,Pending,American middle newspaper.,,REF600196,Transport
TRX8479359,ACC671155,ABSA,EFT,38478.63,ZAR,2023-04-19 12:34:48,Pending,Data road station power computer yes lead.,,REF265387,Shopping
TRX8168113,ACC437173,TymeBank,ATM Withdrawal,20008.39,ZAR,2023-07-31 08:44:18,Completed,Response change doctor computer lead.,,REF856762,Entertainment
TRX4323970,ACC792783,Discovery Bank,Withdrawal,901.54,ZAR,2023-03-15 12:15:39,Completed,Single stuff great inside although matter writer.,,REF753661,Healthcare
TRX5875540,ACC304539,Capitec,Cash Deposit,244.75,ZAR,2024-09-10 04:14:23,Pending,Character hit clearly why. Ready far man.,,REF495270,Food & Dining
TRX5601493,ACC906165,Discovery Bank,ATM Withdrawal,25766.76,ZAR,2023-02-28 17:18:18,Pending,Even amount my red citizen other leave.,,REF933709,Shopping
TRX5955528,ACC375299,Standard Bank,Deposit,33195.32,ZAR,2024-09-05 09:08:54,Completed,Heart also there. Watch believe table guy.,,REF715731,Bills & Utilities
TRX8348548,ACC745016,FNB,Online Payment,35024.74,ZAR,2023-01-16 01:56:00,Completed,Degree part suffer already anything that.,Bird Inc Grocery,REF115704,Food & Dining
TRX2259611,ACC317891,TymeBank,Online Payment,11335.7,ZAR,2024-06-03 09:43:38,Completed,Air say protect especially effort far sit.,"Watson, Fox and Wallace Grocery",REF756551,Food & Dining
TRX8778084,ACC658368,ABSA,Withdrawal,19543.29,ZAR,2024-03-09 19:05:10,Completed,Hair institution agreement Democrat drug man bit.,,REF950463,Shopping
TRX9004938,ACC523043,Standard Bank,Card Payment,1272.53,ZAR,2024-06-01 01:53:07,Completed,Second final specific right leave sound image.,"Morrow, Sosa and Wolf Travel",REF410577,Healthcare
TRX3453561,ACC475167,Nedbank,Card Payment,17827.06,ZAR,2023-08-07 20:03:38,Completed,Born action industry one.,Hopkins Inc Travel,REF370007,Bills & Utilities
TRX6700288,ACC696743,Nedbank,Withdrawal,49070.55,ZAR,2023-07-11 23:34:35,Pending,Lay school company in. Employee full democratic.,,REF907650,Shopping
TRX3312312,ACC382908,ABSA,Withdrawal,30357.01,ZAR,2023-05-07 09:40:34,Pending,Better level later yet parent exist cost mention.,,REF195911,Transport
TRX8147841,ACC741569,Standard Bank,Card Payment,41677.32,ZAR,2023-02-21 13:53:49,Completed,Admit laugh front south.,Anderson-Morales Travel,REF615023,Transport
TRX2736692,ACC437355,Nedbank,EFT,36977.02,ZAR,2023-02-22 04:50:04,Completed,Require wear become yes information.,,REF294824,Food & Dining
TRX1439834,ACC806832,Capitec,Card Payment,30520.44,ZAR,2024-03-22 19:39:04,Failed,Left radio admit clearly choice tax.,Contreras PLC Travel,REF257326,Bills & Utilities
TRX8822714,ACC198699,ABSA,Deposit,28224.26,ZAR,2023-12-07 05:13:57,Pending,Morning artist apply. Ask in interesting federal.,,REF172172,Healthcare
TRX9452116,ACC614059,ABSA,Online Payment,19149.23,ZAR,2023-07-14 07:34:02,Failed,Herself reveal article vote.,Terrell-White Restaurant,REF215368,Transport
TRX9236837,ACC129656,Discovery Bank,Online Payment,15045.3,ZAR,2023-08-14 11:05:58,Completed,Main art else likely letter.,"Harrington, Rivera and Swanson Retail",REF856027,Shopping
TRX9014121,ACC501306,Nedbank,Cash Deposit,18521.52,ZAR,2023-01-11 22:50:33,Completed,Degree way yourself unit break.,,REF681793,Transport
TRX7494733,ACC647154,ABSA,ATM Withdrawal,44752.49,ZAR,2023-02-21 08:44:39,Completed,Professional before maybe forget all third soon.,,REF830590,Transport
TRX2963668,ACC987943,Nedbank,ATM Withdrawal,13733.99,ZAR,2024-01-10 16:41:17,Failed,Certain friend science arm sing standard.,,REF364774,Food & Dining
TRX4033374,ACC971187,ABSA,ATM Withdrawal,25829.93,ZAR,2023-05-02 13:12:44,Failed,Also edge member sense peace media.,,REF533333,Healthcare
TRX8323539,ACC126663,TymeBank,Card Payment,15857.12,ZAR,2024-01-11 05:25:26,Completed,Enter enter assume successful.,May LLC Travel,REF468607,Shopping
TRX1020499,ACC416242,Capitec,Withdrawal,37820.67,ZAR,2024-08-21 19:39:20,Completed,Manager include true author north.,,REF343906,Shopping
TRX6146756,ACC349423,Standard Bank,Card Payment,39320.58,ZAR,2024-02-15 12:49:46,Pending,Than easy detail.,"Christian, Mendoza and Smith Grocery",REF637753,Shopping
TRX5450564,ACC366852,Capitec,Cash Deposit,46871.22,ZAR,2024-10-14 18:14:30,Failed,Accept example society model only.,,REF776389,Healthcare
TRX9129126,ACC444821,Nedbank,ATM Withdrawal,17059.19,ZAR,2023-12-14 16:48:08,Completed,News moment leave man indicate.,,REF845809,Bills & Utilities
TRX5989823,ACC984202,Capitec,Cash Deposit,45903.81,ZAR,2023-05-16 16:26:35,Completed,Art its hit. Pick sense evening even whose.,,REF643493,Entertainment
TRX5689266,ACC768108,ABSA,Withdrawal,19156.63,ZAR,2024-01-24 02:02:35,Failed,Key size certainly clearly my something.,,REF162264,Healthcare
TRX5998443,ACC155579,Nedbank,Online Payment,45759.07,ZAR,2024-06-03 03:07:27,Completed,Outside school near development bank.,Lewis and Sons Restaurant,REF823003,Healthcare
TRX1828121,ACC236551,Discovery Bank,Withdrawal,2981.39,ZAR,2024-07-22 07:48:14,Failed,Might water option not whom laugh.,,REF219677,Shopping
TRX3691975,ACC707962,ABSA,ATM Withdrawal,41978.91,ZAR,2024-10-24 04:20:00,Completed,My policy occur lose.,,REF365373,Healthcare
TRX7162252,ACC300353,Capitec,Deposit,11741.85,ZAR,2023-07-19 00:41:24,Failed,Police quickly spend. Will his century exactly.,,REF765903,Shopping
TRX5482111,ACC255486,Discovery Bank,ATM Withdrawal,33655.93,ZAR,2023-04-05 06:19:00,Completed,Hospital Republican practice southern pay body.,,REF598593,Entertainment
TRX4464779,ACC324550,TymeBank,EFT,44648.04,ZAR,2024-02-14 06:03:06,Completed,Wide system prepare.,,REF961521,Healthcare
TRX1582257,ACC983306,TymeBank,Debit Order,4912.95,ZAR,2024-04-19 14:59:33,Failed,Likely memory politics process art.,,REF125535,Healthcare
TRX6075144,ACC800905,ABSA,Cash Deposit,30435.66,ZAR,2024-01-08 16:49:37,Completed,Other hospital machine east.,,REF542717,Transport
TRX4465729,ACC810775,TymeBank,EFT,7749.46,ZAR,2024-07-10 15:23:14,Completed,Various whose full somebody morning.,,REF438979,Entertainment
TRX3404128,ACC218396,Discovery Bank,EFT,279.98,ZAR,2024-08-14 03:12:20,Pending,Strategy while provide food through budget would.,,REF151589,Healthcare
TRX5410540,ACC424217,Discovery Bank,EFT,24540.49,ZAR,2024-06-05 01:15:52,Completed,Can agency low thing.,,REF764088,Healthcare
TRX8904813,ACC328713,ABSA,Cash Deposit,37639.45,ZAR,2023-06-14 22:56:02,Failed,Position treatment offer responsibility.,,REF355469,Shopping
TRX4368954,ACC222749,Capitec,Card Payment,10377.91,ZAR,2024-05-09 11:46:58,Pending,Participant here especially one mission.,Williams-Luna Travel,REF512009,Entertainment
TRX4024017,ACC714769,Nedbank,Debit Order,22961.93,ZAR,2023-07-31 11:39:07,Completed,Week street success collection.,,REF804157,Food & Dining
TRX8969693,ACC156221,Discovery Bank,ATM Withdrawal,291.73,ZAR,2023-05-28 05:52:15,Pending,Low pass month.,,REF507417,Transport
TRX3760771,ACC205118,Capitec,Card Payment,5580.73,ZAR,2024-08-28 21:30:22,Completed,Realize cultural article late month.,French-Bryant Travel,REF444622,Entertainment
TRX4244165,ACC745552,TymeBank,Deposit,46107.84,ZAR,2024-04-03 22:17:16,Completed,Evidence pressure miss natural.,,REF850916,Bills & Utilities
TRX9671988,ACC231690,TymeBank,Cash Deposit,17630.41,ZAR,2024-01-23 03:48:21,Completed,Reveal place fine. Hundred young military wear.,,REF495912,Healthcare
TRX6239430,ACC207222,FNB,Withdrawal,47282.62,ZAR,2024-01-26 17:55:57,Failed,Item what build season total.,,REF696576,Shopping
TRX2022278,ACC163617,Nedbank,EFT,1309.92,ZAR,2023-03-13 06:41:50,Failed,Guy system trial note.,,REF209956,Shopping
TRX5224428,ACC869748,Discovery Bank,Withdrawal,20505.24,ZAR,2024-10-22 16:24:08,Completed,Affect art garden happy likely.,,REF549299,Bills & Utilities
TRX8256850,ACC565163,Discovery Bank,Withdrawal,46171.73,ZAR,2024-04-17 02:38:10,Pending,Guy when run with cell political assume.,,REF808380,Entertainment
TRX5223999,ACC739875,Standard Bank,EFT,28129.86,ZAR,2024-04-16 00:44:42,Completed,Dark attack free former factor.,,REF943058,Bills & Utilities
TRX6872621,ACC443099,Capitec,Card Payment,33004.39,ZAR,2023-03-23 16:31:27,Pending,Position thing poor building likely trip.,Carr Inc Grocery,REF610963,Food & Dining
TRX1191338,ACC196167,Standard Bank,EFT,13378.38,ZAR,2024-08-28 00:57:48,Pending,Remember wide story answer get model.,,REF885428,Entertainment
TRX3641806,ACC926738,TymeBank,Debit Order,48880.95,ZAR,2023-02-19 08:21:39,Pending,Institution this sport per risk memory.,,REF430540,Healthcare
TRX7992242,ACC375752,Standard Bank,Withdrawal,42910.5,ZAR,2023-01-13 10:35:36,Failed,Country in college add.,,REF588238,Shopping
TRX8370718,ACC880766,TymeBank,Deposit,30327.57,ZAR,2024-08-14 17:06:11,Completed,Heart war vote present seem measure.,,REF663180,Bills & Utilities
TRX6801433,ACC907554,Discovery Bank,Online Payment,31593.24,ZAR,2023-03-02 14:30:21,Pending,Realize born simply design smile.,"Donovan, Obrien and Edwards Entertainment",REF231141,Bills & Utilities
TRX1727104,ACC600588,Discovery Bank,Debit Order,4599.22,ZAR,2024-02-05 11:12:26,Completed,Management these here thousand.,,REF227777,Food & Dining
TRX8502642,ACC592352,TymeBank,Cash Deposit,49970.5,ZAR,2024-02-01 10:22:16,Pending,Go single ball everybody.,,REF739548,Entertainment
TRX4489001,ACC700696,Nedbank,EFT,4836.18,ZAR,2024-03-28 10:32:27,Failed,Inside white mission technology war last.,,REF772171,Transport
TRX4395201,ACC852882,TymeBank,Debit Order,21990.32,ZAR,2023-08-30 20:00:10,Failed,Place husband coach say.,,REF458123,Healthcare
TRX4025915,ACC415326,Standard Bank,Online Payment,16923.8,ZAR,2023-02-27 08:46:47,Completed,Media central only bed special believe indeed.,Marshall Ltd Travel,REF993214,Food & Dining
TRX5119742,ACC222324,FNB,ATM Withdrawal,49748.17,ZAR,2023-03-27 19:06:56,Completed,Animal parent process husband unit off candidate.,,REF631756,Entertainment
TRX7076777,ACC634755,TymeBank,Card Payment,43024.85,ZAR,2023-08-23 12:31:19,Pending,Win commercial total pretty.,Anderson Group Retail,REF129584,Entertainment
TRX7926433,ACC974642,Nedbank,Withdrawal,11361.35,ZAR,2024-03-25 11:02:38,Completed,Line may leave space power worker difficult.,,REF327406,Shopping
TRX7491116,ACC219433,TymeBank,Cash Deposit,37856.37,ZAR,2024-02-01 17:19:37,Completed,Mention call effort name computer plan.,,REF749545,Food & Dining
TRX7592827,ACC734516,Nedbank,EFT,25894.76,ZAR,2023-05-24 14:57:06,Completed,Listen economy somebody spring it seek.,,REF383927,Shopping
TRX7300367,ACC970008,Nedbank,Withdrawal,18703.87,ZAR,2024-02-27 09:01:30,Failed,Parent central film also good.,,REF314783,Food & Dining
TRX2553087,ACC252257,Nedbank,Card Payment,36677.17,ZAR,2023-06-30 19:45:02,Pending,Treat any whole east.,Jones Group Grocery,REF464147,Shopping
TRX8507899,ACC429772,Capitec,Cash Deposit,4853.34,ZAR,2024-03-06 14:29:42,Failed,Long beyond together per bar far job.,,REF945753,Bills & Utilities
TRX3045292,ACC699772,TymeBank,Debit Order,4399.84,ZAR,2024-06-14 20:00:56,Completed,Part task any. On some work national animal.,,REF622216,Food & Dining
TRX5673667,ACC309517,Discovery Bank,Deposit,33121.85,ZAR,2023-06-06 04:40:36,Completed,East identify few drive manage well.,,REF230374,Bills & Utilities
TRX8118683,ACC871330,FNB,EFT,31272.16,ZAR,2024-11-19 17:24:11,Completed,A ten yes here.,,REF276981,Entertainment
TRX9647932,ACC209093,Discovery Bank,EFT,38872.26,ZAR,2023-07-13 16:00:04,Completed,Rate interview water assume.,,REF160598,Entertainment
TRX5262904,ACC652735,Nedbank,Withdrawal,27566.51,ZAR,2024-03-09 02:46:37,Pending,Employee job common.,,REF871669,Transport
TRX4391981,ACC631561,Standard Bank,Debit Order,12208.57,ZAR,2023-11-23 05:46:58,Completed,Air book service night light.,,REF584182,Bills & Utilities
TRX2174473,ACC707926,Discovery Bank,Cash Deposit,48368.3,ZAR,2024-04-18 04:44:27,Pending,Specific big turn.,,REF999276,Bills & Utilities
TRX2498132,ACC433947,Nedbank,Card Payment,14208.27,ZAR,2023-07-05 07:56:47,Failed,Similar south society seek gas.,"Johnson, Fernandez and Mitchell Travel",REF329794,Food & Dining
TRX9345320,ACC993682,Capitec,Cash Deposit,4979.74,ZAR,2023-11-24 17:30:45,Completed,Cover media draw.,,REF884831,Entertainment
TRX2977569,ACC888178,Standard Bank,Cash Deposit,35464.39,ZAR,2023-12-26 03:40:56,Completed,Western kitchen would eight.,,REF486212,Bills & Utilities
TRX4574790,ACC171807,FNB,ATM Withdrawal,15514.93,ZAR,2024-09-16 07:51:58,Pending,Them tell across tend. Fight range right degree.,,REF497551,Shopping
TRX2548187,ACC519127,TymeBank,Debit Order,48728.9,ZAR,2023-01-04 22:57:09,Completed,Sense action in just she consumer peace send.,,REF947697,Healthcare
TRX6803443,ACC933170,Capitec,Deposit,17188.94,ZAR,2023-03-28 06:38:05,Completed,Sense sometimes window administration.,,REF391594,Transport
TRX6341426,ACC969321,Discovery Bank,Deposit,2121.26,ZAR,2023-11-14 03:13:16,Completed,Drive indeed morning member environmental sense.,,REF332509,Shopping
TRX9919273,ACC298320,ABSA,Cash Deposit,7400.31,ZAR,2023-04-03 13:36:21,Pending,Avoid perform move ever no later amount see.,,REF261952,Transport
TRX7008013,ACC293724,Discovery Bank,Cash Deposit,32564.03,ZAR,2023-10-26 06:01:04,Completed,Able key wind book job yeah reflect.,,REF727154,Entertainment
TRX6641210,ACC481366,Standard Bank,Withdrawal,29656.69,ZAR,2023-05-26 00:09:51,Pending,Thought provide market every great enter.,,REF735991,Healthcare
TRX9062371,ACC214701,Discovery Bank,Online Payment,46059.4,ZAR,2023-01-05 00:30:37,Completed,Party quickly game feeling too.,"Smith, Hendricks and Fuentes Entertainment",REF370945,Food & Dining
TRX1750832,ACC344290,Standard Bank,Card Payment,6751.3,ZAR,2024-10-01 00:16:01,Failed,Each church perform beat.,Clements-Tucker Grocery,REF637860,Food & Dining
TRX2296028,ACC647531,ABSA,EFT,46583.81,ZAR,2024-04-23 07:20:57,Pending,Fire without scene push no ok blood.,,REF245926,Shopping
TRX6672652,ACC650463,Standard Bank,Withdrawal,33370.43,ZAR,2024-05-21 23:20:44,Completed,Check discussion join strategy child.,,REF405992,Transport
TRX7545218,ACC602967,Nedbank,Card Payment,40150.47,ZAR,2024-08-26 22:02:47,Completed,Peace nation training begin.,Nelson Group Entertainment,REF256325,Transport
TRX6813473,ACC434327,TymeBank,Deposit,12050.16,ZAR,2023-03-17 16:11:09,Completed,Certain together statement car term.,,REF620975,Bills & Utilities
TRX1002669,ACC156790,FNB,EFT,27234.01,ZAR,2023-09-17 18:21:44,Completed,Sea fly difference top surface.,,REF951596,Shopping
TRX7767831,ACC793501,Nedbank,ATM Withdrawal,49488.77,ZAR,2023-09-06 23:59:58,Failed,Direction director design ready.,,REF869596,Transport
TRX7388535,ACC394794,TymeBank,Cash Deposit,22528.44,ZAR,2024-03-04 19:40:16,Completed,Visit notice phone stock station.,,REF327744,Food & Dining
TRX2695949,ACC841997,Nedbank,Cash Deposit,27956.31,ZAR,2024-08-28 07:56:28,Completed,Idea share international present party.,,REF364220,Transport
TRX1157262,ACC406672,Discovery Bank,Card Payment,20163.81,ZAR,2024-10-28 06:39:47,Completed,Democrat room article past.,Pierce-Clayton Retail,REF582831,Transport
TRX6047851,ACC120616,Capitec,EFT,4362.02,ZAR,2023-11-29 09:42:23,Completed,Everything range speak again again enough save.,,REF348493,Shopping
TRX4519156,ACC749910,ABSA,Debit Order,3999.7,ZAR,2023-01-22 10:19:25,Completed,Now seat risk focus need off.,,REF446398,Transport
TRX3769260,ACC437073,Standard Bank,ATM Withdrawal,43510.76,ZAR,2024-10-11 23:22:06,Completed,Behind step war number page range yet.,,REF511117,Food & Dining
TRX4599111,ACC834315,Nedbank,Deposit,44715.73,ZAR,2023-04-12 01:42:43,Pending,Plant again artist free. Place baby give Mr play.,,REF995799,Shopping
TRX4088317,ACC556592,Standard Bank,Online Payment,3067.58,ZAR,2024-09-20 21:41:55,Completed,Simple base certainly sister deal.,Baker-Padilla Restaurant,REF500294,Shopping
TRX6079653,ACC296214,TymeBank,Deposit,30597.73,ZAR,2023-07-30 15:02:37,Failed,Lose throughout resource let.,,REF679267,Shopping
TRX1037081,ACC492758,ABSA,Debit Order,3444.65,ZAR,2023-01-24 18:59:40,Failed,Choose help feeling finally budget different.,,REF659961,Entertainment
